HP2;Chaufferie multi HP;Nom Groupe;Nombre de logements;Date de construction;Adresse;Adresse (suite);Code Postal;Ville;Type combustible;Code site;Site;Type d'équipement;Equipement;Commentaire;Marque;Modèle;Puissance;Sous-station chauffage (numéro équipement);Présence Cogénération;Date de mise en service / Date de rénovation;Sonde extérieure avec régulation;Panneaux solaire photovoltaique;Thermique;Travaux réalisés;Date d'achèvement travaux;Adresse de l'opération;Travaux réalisés;Date d'achèvement travaux;Adresse de l'opération
119IS;;INDOCHINE-SERURIER-PTE B;1204;01/01/1934;Indochine (boulevard d' ) n° 1/23;;75019;PARIS;CPCU;CHF0000065;14 RUE DE PéRIGUEUX;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR PRIMAIRE CHAUFFAGE;X 1;SAKKARAH;ECHANGEUR PRIMAIRE CHAUFFAGE;661;;;01/01/2016;OUI;OUI;;"Calorifugeage réseau hydraulique de chauffage
Isolation d’un réseau hydraulique d’eau chaude sanitaire 
Calorifugeage réseau hydraulique de chauffage";"13/11/2017
24/11/2017
12/01/2018";"12 AVENUE AMBROISE RENDU
12 AVENUE AMBROISE RENDU
2 rue de la Corrèze";REHABILITATION ET PLAN CLIMAT;15/03/2027;
119IS;;INDOCHINE-SERURIER-PTE B;1204;01/01/1934;Indochine (boulevard d' ) n° 1/23;;75019;PARIS;CPCU;CHF0000065;14 RUE DE PéRIGUEUX;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR PRIMAIRE ECS;X 1;SAKKARAH;ECHANGEUR PRIMAIRE ECS;336;;;01/01/2016;OUI;OUI;;"Calorifugeage réseau hydraulique de chauffage
Isolation d’un réseau hydraulique d’eau chaude sanitaire 
Calorifugeage réseau hydraulique de chauffage";"13/11/2017
24/11/2017
12/01/2018";"12 AVENUE AMBROISE RENDU
12 AVENUE AMBROISE RENDU
2 rue de la Corrèze";REHABILITATION ET PLAN CLIMAT;15/03/2027;
119IS;;INDOCHINE-SERURIER-PTE B;1204;01/01/1934;Indochine (boulevard d' ) n° 1/23;;75019;PARIS;CPCU;CHF0000080;15 AV AMBROISE RENDU;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR PRIMAIRE CHAUFFAGE;X 1;SAKKARAH;ECHANGEUR PRIMAIRE CHAUFFAGE SE#0070;340;;;01/01/2016;OUI;OUI;;"Calorifugeage réseau hydraulique de chauffage
Isolation d’un réseau hydraulique d’eau chaude sanitaire 
Calorifugeage réseau hydraulique de chauffage";"13/11/2017
24/11/2017
12/01/2018";"12 AVENUE AMBROISE RENDU
2 rue de la Corrèze";REHABILITATION ET PLAN CLIMAT;15/03/2027;
119IS;;INDOCHINE-SERURIER-PTE B;1204;01/01/1934;Indochine (boulevard d' ) n° 1/23;;75019;PARIS;CPCU;CHF0000080;15 AV AMBROISE RENDU;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR PRIMAIRE ECS;X 1;SAKKARAH;ECHANGEUR PRIMAIRE ECS SE#0070;375;;;01/01/2016;OUI;OUI;;"Calorifugeage réseau hydraulique de chauffage
Isolation d’un réseau hydraulique d’eau chaude sanitaire 
Calorifugeage réseau hydraulique de chauffage";"13/11/2017
24/11/2017
12/01/2018";"12 AVENUE AMBROISE RENDU
2 rue de la Corrèze";REHABILITATION ET PLAN CLIMAT;15/03/2027;
119IS;;INDOCHINE-SERURIER-PTE B;1204;01/01/1934;Indochine (boulevard d' ) n° 1/23;;75019;PARIS;CPCU;CHF0000121;2 RUE DE LA CORRèZE;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR PRIMAIRE CHAUFFAGE;X 1;SAKKARAH;ECHANGEUR PRIMAIRE CHAUFFAGE SE#0070;350;;;01/01/2016;OUI;OUI;;"Calorifugeage réseau hydraulique de chauffage
Isolation d’un réseau hydraulique d’eau chaude sanitaire 
Calorifugeage réseau hydraulique de chauffage";"13/11/2017
24/11/2017
12/01/2018";"12 AVENUE AMBROISE RENDU
2 rue de la Corrèze";REHABILITATION ET PLAN CLIMAT;15/03/2027;
119IS;;INDOCHINE-SERURIER-PTE B;1204;01/01/1934;Indochine (boulevard d' ) n° 1/23;;75019;PARIS;CPCU;CHF0000121;2 RUE DE LA CORRèZE;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR PRIMAIRE ECS;X 1;SAKKARAH;ECHANGEUR PRIMAIRE ECS SE#0070;269;;;01/01/2016;OUI;OUI;;"Calorifugeage réseau hydraulique de chauffage
Isolation d’un réseau hydraulique d’eau chaude sanitaire 
Calorifugeage réseau hydraulique de chauffage";"13/11/2017
24/11/2017
12/01/2018";"12 AVENUE AMBROISE RENDU
2 rue de la Corrèze";REHABILITATION ET PLAN CLIMAT;15/03/2027;
119IS;;INDOCHINE-SERURIER-PTE B;1204;01/01/1934;Indochine (boulevard d' ) n° 1/23;;75019;PARIS;CPCU;CHF0000257;5 BD D'INDOCHINE;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR PRIMAIRE CHAUFFAGE;X 1;SAKKARAH;ECHANGEUR PRIMAIRE CHAUFFAGE SE#0070;350;;;01/01/2017;OUI;OUI;;"Calorifugeage réseau hydraulique de chauffage
Isolation d’un réseau hydraulique d’eau chaude sanitaire 
Calorifugeage réseau hydraulique de chauffage";"13/11/2017
24/11/2017
12/01/2018";"12 AVENUE AMBROISE RENDU
2 rue de la Corrèze";REHABILITATION ET PLAN CLIMAT;15/03/2027;
119IS;;INDOCHINE-SERURIER-PTE B;1204;01/01/1934;Indochine (boulevard d' ) n° 1/23;;75019;PARIS;CPCU;CHF0000257;5 BD D'INDOCHINE;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR PRIMAIRE ECS;X 1;SAKKARAH;ECHANGEUR PRIMAIRE ECS SE#0070;269;;;01/01/2017;OUI;OUI;;"Calorifugeage réseau hydraulique de chauffage
Isolation d’un réseau hydraulique d’eau chaude sanitaire 
Calorifugeage réseau hydraulique de chauffage";"13/11/2017
24/11/2017
12/01/2018";"12 AVENUE AMBROISE RENDU
2 rue de la Corrèze";REHABILITATION ET PLAN CLIMAT;15/03/2027;
119IS;;INDOCHINE-SERURIER-PTE B;1204;01/01/1934;Indochine (boulevard d' ) n° 1/23;;75019;PARIS;CPCU;CHF0000445;13 RUE DE TOULOUSE;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR PRIMAIRE CHAUFFAGE;X 1;SAKKARAH;ECHANGEUR PRIMAIRE CHAUFFAGE SE#0070;510;;;01/01/2016;OUI;OUI;;"Calorifugeage réseau hydraulique de chauffage
Isolation d’un réseau hydraulique d’eau chaude sanitaire 
Calorifugeage réseau hydraulique de chauffage";"13/11/2017
24/11/2017
12/01/2018";"12 AVENUE AMBROISE RENDU
2 rue de la Corrèze";REHABILITATION ET PLAN CLIMAT;15/03/2027;
119IS;;INDOCHINE-SERURIER-PTE B;1204;01/01/1934;Indochine (boulevard d' ) n° 1/23;;75019;PARIS;CPCU;CHF0000445;13 RUE DE TOULOUSE;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR PRIMAIRE ECS;X 1;SAKKARAH;ECHANGEUR PRIMAIRE ECS SE#0070;479;;;01/01/2016;OUI;OUI;;"Calorifugeage réseau hydraulique de chauffage
Isolation d’un réseau hydraulique d’eau chaude sanitaire 
Calorifugeage réseau hydraulique de chauffage";"13/11/2017
24/11/2017
12/01/2018";"12 AVENUE AMBROISE RENDU
2 rue de la Corrèze";REHABILITATION ET PLAN CLIMAT;15/03/2027;
119IS;;INDOCHINE-SERURIER-PTE B;1204;01/01/1934;Indochine (boulevard d' ) n° 1/23;;75019;PARIS;Gaz;CHF0000466;4 RUE DE PéRIGUEUX;CHAUDIERE;CHAUDIERE N° 1;X 1;DE DIETRICH;CHAUDIERE N° 1 DTG 220-8;63;;;01/01/2001;OUI;OUI;;"Calorifugeage réseau hydraulique de chauffage
Isolation d’un réseau hydraulique d’eau chaude sanitaire 
Calorifugeage réseau hydraulique de chauffage";"13/11/2017
24/11/2017
12/01/2018";"12 AVENUE AMBROISE RENDU
2 rue de la Corrèze";REHABILITATION ET PLAN CLIMAT;15/03/2027;
119IS;;INDOCHINE-SERURIER-PTE B;1204;01/01/1934;Indochine (boulevard d' ) n° 1/23;;75019;PARIS;Gaz;CHF0000466;4 RUE DE PéRIGUEUX;CHAUDIERE;CHAUDIERE N° 2;X 1;DE DIETRICH;CHAUDIERE N° 2 DTG 220-8;63;;;01/01/2001;OUI;OUI;;"Calorifugeage réseau hydraulique de chauffage
Isolation d’un réseau hydraulique d’eau chaude sanitaire 
Calorifugeage réseau hydraulique de chauffage";"13/11/2017
24/11/2017
12/01/2018";"12 AVENUE AMBROISE RENDU
2 rue de la Corrèze";REHABILITATION ET PLAN CLIMAT;15/03/2027;
119JI;;JANSSEN-INSPECTEUR ALLES;61;01/10/1975;18 Janssen;13/17 Inspecteur Allès;75019;PARIS;Gaz;CHF0000108;18 RUE JANSSEN - ESC 14;CHAUDIERE;CHAUDIERE N° 1;X 1;VIESSMANN;CHAUDIERE N° 1 VITOCROSSAL 200-CM2;285;;;01/01/2010;OUI;;;;;;;;
119JI;;JANSSEN-INSPECTEUR ALLES;61;01/10/1975;18 Janssen;13/17 Inspecteur Allès;75019;PARIS;Gaz;CHF0000108;18 RUE JANSSEN - ESC 14;CHAUDIERE;CHAUDIERE N° 2;X 1;VIESSMANN;CHAUDIERE N° 2 VITOPLEX 300 TX3;300;;;01/01/2010;OUI;;;;;;;;
119KT;;GASTON REBUFFAT - TANGER;89;01/12/1958;18A 20A 22A Gaston Rebuffat;14 Tanger;75019;PARIS;Gaz;CHF0000337;8 RUE DE KABYLIE - ESC C;CHAUDIERE;CHAUDIERE GAZ;X 2;DE DIETRICH;CHAUDIERE GAZ C 310-280;280;;;01/01/2009;OUI;;;;;;;;
119LN;;LUNEVILLE 11;23;01/01/1930;Lunéville (rue de ) n° 11;;75019;PARIS;Gaz;CHF0000675;11 RUE DE LUNéVILLE;CHAUDIERE;CHAUDIERE;X 1;DE DIETRICH;CHAUDIERE GTI 306;150;;;01/01/2001;OUI;;;;;;;;
119M4;;MAROC 12-16;46;05/02/2013;Maroc (rue du ) n° 12/16;;75019;PARIS;CPCU;CHF0000696;14/16 RUE DU MAROC;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR CPCU;X 1;BAELZ;ECHANGEUR CPCU 106-14-45-KN;275;;;01/01/2012;OUI;OUI;;;;;;;
119MC;;MEAUX-ARMAND CARREL;424;01/11/1957;72/80 Meaux 18/32 Armand Carrel;;75019;PARIS;Gaz;CHF0000331;76 RUE DE MEAUX - ESC 18;CHAUDIERE;CHAUDIERE N°3;X 1;DE DIETRICH;CHAUDIERE N°3 GTE 514;900;;;01/01/2005;OUI;;;REHABILITATION ET PLAN CLIMAT;15/11/2022;;;;
119MC;;MEAUX-ARMAND CARREL;424;01/11/1957;72/80 Meaux 18/32 Armand Carrel;;75019;PARIS;Gaz;CHF0000331;76 RUE DE MEAUX - ESC 18;CHAUDIERE;CHAUDIERE N°2;X 1;DE DIETRICH;CHAUDIERE N°2 GTE 514;900;;;01/01/2005;OUI;;;REHABILITATION ET PLAN CLIMAT;15/11/2022;;;;
119MC;;MEAUX-ARMAND CARREL;424;01/11/1957;72/80 Meaux 18/32 Armand Carrel;;75019;PARIS;Gaz;CHF0000331;76 RUE DE MEAUX - ESC 18;CHAUDIERE;CHAUDIERE N°1;X 1;DE DIETRICH;CHAUDIERE N°1 GT 530;900;;;01/01/2009;OUI;;;REHABILITATION ET PLAN CLIMAT;15/11/2022;;;;
119MD;;CESARIA EVORA 90-96;78;01/07/2015;Cesaria Evora (rue ) n° 90/96;;75019;PARIS;CPCU;CHF0000733;90-96 RUE CéSARIA EVORIA;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR CPCU DEPART CHAUFFAGE;X 1;ALFA LAVAL;ECHANGEUR CPCU DEPART CHAUFFAGE 200 KW;200;;;01/01/2014;OUI;;;;;;;;
119MD;;CESARIA EVORA 90-96;78;01/07/2015;Cesaria Evora (rue ) n° 90/96;;75019;PARIS;CPCU;CHF0000733;90-96 RUE CéSARIA EVORIA;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR CPCU RETOUR CHAUFFAGE;X 1;ALFA LAVAL;ECHANGEUR CPCU RETOUR CHAUFFAGE 200 KW;200;;;01/01/2014;OUI;;;;;;;;
119MD;;CESARIA EVORA 90-96;78;01/07/2015;Cesaria Evora (rue ) n° 90/96;;75019;PARIS;CPCU;CHF0000733;90-96 RUE CéSARIA EVORIA;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR CPCU ECS;X 1;ALFA LAVAL;ECHANGEUR CPCU ECS 200 KW;200;;;01/01/2014;OUI;;;;;;;;
119MS;;MANIN-SERURIER;203;01/01/1957;Manin (rue ) n° 72/76;;75019;PARIS;Gaz;CHF0000332;76 RUE MANIN;CHAUDIERE;CHAUDIERE N° 2;X 1;SECCACIER;CHAUDIERE N° 2 TRIVAREX 3;550;;;01/01/2000;OUI;;;;;;;;
119MS;;MANIN-SERURIER;203;01/01/1957;Manin (rue ) n° 72/76;;75019;PARIS;Gaz;CHF0000332;76 RUE MANIN;CHAUDIERE;CHAUDIERE N° 1;X 1;SECCACIER;CHAUDIERE N° 1 TRIVAREX 3;550;;;01/01/2000;OUI;;;;;;;;
119NN;;NANTES 33/35;20;18/12/2015;Nantes (rue de ) n° 33/35;;75019;PARIS;Gaz;CHF0000735;35 RUE DE NANTES;CHAUDIERE;CHAUDIERE MURALE;X 2;VIESSMANN;CHAUDIERE MURALE VITODENS 200-W;60 kW;;;15/04/2015;OUI;;;;;;;;
119OP;;ORME-PETIN;176;01/04/1981;5/5BIS Orme 1/5 Petin;23BIS/25BIS Romainville;75019;PARIS;Gaz;CHF0000003;1/5 IMPASSE PETIN;CHAUDIERE;CHAUDIERE N° 1;X 1;DE DIETRICH;CHAUDIERE N° 1 GT411;495;EQP1025097;;01/01/2005;OUI;;;;;;;;
119OP;;ORME-PETIN;176;01/04/1981;5/5BIS Orme 1/5 Petin;23BIS/25BIS Romainville;75019;PARIS;Gaz;CHF0000003;1/5 IMPASSE PETIN;CHAUDIERE;CHAUDIERE N° 2;X 1;DE DIETRICH;CHAUDIERE N° 2 GT430;495;EQP1025097;;01/01/2009;OUI;;;;;;;;
119OP;;ORME-PETIN;176;01/04/1981;5/5BIS Orme 1/5 Petin;23BIS/25BIS Romainville;75019;PARIS;Gaz;CHF0000003;1/5 IMPASSE PETIN;CHAUDIERE;CHAUDIERE N° 3;X 1;DE DIETRICH;CHAUDIERE N° 3 GT411;495;EQP1025097;;01/01/1996;OUI;;;;;;;;
119P2;119FE;PREAULT 8/14;101;01/10/1963;8/14 Préault;;75019;PARIS;Gaz;CHF0000344;8 RUE PRéAULT - DPECS - A;CHAUDIERE;CHAUDIERE N° 1;X 1;DE DIETRICH;CHAUDIERE N° 1 GTE 508;464;;;01/01/2004;OUI;;;PLAN CLIMAT;15/03/2025;;;;
119P2;119FE;PREAULT 8/14;101;01/10/1963;8/14 Préault;;75019;PARIS;Gaz;CHF0000344;8 RUE PRéAULT - DPECS - A;CHAUDIERE;CHAUDIERE N° 2;X 1;DE DIETRICH;CHAUDIERE N° 2 GTE 517;986;;;01/01/2005;OUI;;;PLAN CLIMAT;15/03/2025;;;;
119P2;119FE;PREAULT 8/14;101;01/10/1963;8/14 Préault;;75019;PARIS;Gaz;CHF0000344;8 RUE PRéAULT - DPECS - A;CHAUDIERE;CHAUDIERE N° 3;X 1;DE DIETRICH;CHAUDIERE N° 3 GTE 517;986;;;01/01/2005;OUI;;;PLAN CLIMAT;15/03/2025;;;;
119P2;119FE;PREAULT 8/14;101;01/10/1963;8/14 Préault;;75019;PARIS;Gaz;CHF0000344;8 RUE PRéAULT - DPECS - A;CHAUDIERE;CHAUDIERE N° 4;X 1;SECCACIER;CHAUDIERE N° 4 THERMIREX TYPE 8;840;;;01/01/1979;OUI;;;PLAN CLIMAT;15/03/2025;;;;
119P6;;PAUL LAURENT 6/12;45;01/03/1998;6/12 Paul Laurent;;75019;PARIS;CPCU;CHF0000493;10 RUE PAUL LAURENT - ESC A;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR CPCU N° 1;X 1;URANUS VAPOSMART;ECHANGEUR CPCU N° 1 UR 150-12-B5;185;;;01/01/1997;OUI;;;Réhabilitation d’un poste de livraison de chaleur d’un bâtiment résidentiel;21/09/2020;10 rue Paul-Laurent;;;
119P6;;PAUL LAURENT 6/12;45;01/03/1998;6/12 Paul Laurent;;75019;PARIS;CPCU;CHF0000493;10 RUE PAUL LAURENT - ESC A;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR CPCU N° 2;X 1;URANUS VAPOSMART;ECHANGEUR CPCU N° 2 UR 150-12-B5;185;;;01/01/1997;OUI;;;Réhabilitation d’un poste de livraison de chaleur d’un bâtiment résidentiel;21/09/2020;10 rue Paul-Laurent;;;
119P7;;PAUL LAURENT 7/13-MAROC;75;11/06/1998;7/13 Paul Laurent 23/25 Maroc;;75019;PARIS;CPCU;CHF0000494;13 RUE PAUL LAURENT - ESC B;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR CPCU ENSEMEBLE MONOBLOC;X 1;BAELZ;ECHANGEUR CPCU ENSEMEBLE MONOBLOC 106-27-45-KN;450;;;01/01/1997;OUI;;;Réhabilitation d’un poste de livraison de chaleur d’un bâtiment résidentiel;18/12/2020;11 rue Paul-Laurent;;;
119PF;;PRADIER-FESSART;203;01/11/1965;25-31 rue Pradier;63 rue Fessart;75019;PARIS;Gaz;CHF0000694;25 RUE PRADIER;CHAUDIERE;CHAUDIERES;X 3;GUILLOT;CHAUDIERES VARMAX;450 kW;;;15/06/2019;OUI;;;Rénovation   globale   d’un    bâtiment   résidentiel (France métropolitaine);25/05/2023;25-33 rue Pradier et 57-65 rue Fessart;;;
119PF;;PRADIER-FESSART;203;01/11/1965;25-31 rue Pradier;63 rue Fessart;75019;PARIS;Gaz;CHF0000694;25 RUE PRADIER;CHAUDIERE;CHAUDIERE;X 1;GUILLOT;CHAUDIERE VARMAX;390 kW;;;15/06/2019;OUI;;;Rénovation   globale   d’un    bâtiment   résidentiel (France métropolitaine);25/05/2023;25-33 rue Pradier et 57-65 rue Fessart;;;
119PF;;PRADIER-FESSART;203;01/11/1965;25-31 rue Pradier;63 rue Fessart;75019;PARIS;Gaz;CHF0000694;25 RUE PRADIER;ECHANGEUR DE CHALEUR EAU/EAU;ECHANGEUR DE CHALEUR EAU/EAU ECS;;GUILLOT;ECHANGEUR DE CHALEUR EAU/EAU ECS RUBIS 2228;531 kW;;;12/03/2012;OUI;;;Rénovation   globale   d’un    bâtiment   résidentiel (France métropolitaine);25/05/2023;25-33 rue Pradier et 57-65 rue Fessart;;;
119RC;;ROZIER-COMPANS-CRIMEE;557;01/08/1977;47/53 Compans 2/20 Crimée;1 Louise Thuliez;75019;PARIS;Gaz;CHF0000231;4 RUE DE CRIMéE - ESC 49;CHAUDIERE;CHAUDIERE;X 3;VIESSMANN;CHAUDIERE VITOCROSSAL 200 CM2;300;EQP1025127;;01/01/2015;OUI;;;Chaudière à haute performance énergétique;"31/03/2016
19/04/2016
10/05/2016";"15 rue de Crimée
4 rue de Crimée
53 rue Compans";PLAN CLIMAT;15/11/2019;
119RC;;ROZIER-COMPANS-CRIMEE;557;01/08/1977;47/53 Compans 2/20 Crimée;1 Louise Thuliez;75019;PARIS;Gaz;CHF0000231;4 RUE DE CRIMéE - ESC 49;CHAUDIERE;CHAUDIERE;X 1;BUDERUS;CHAUDIERE LOGANO GE 615;600;EQP1025127;;01/01/2012;OUI;;;Chaudière à haute performance énergétique;"31/03/2016
19/04/2016
10/05/2016";"15 rue de Crimée
4 rue de Crimée
53 rue Compans";PLAN CLIMAT;15/11/2019;
119RC;;ROZIER-COMPANS-CRIMEE;557;01/08/1977;Compans (rue ) n° 47/53;;75019;PARIS;Gaz;CHF0000373;18 RUE DE CRIMéE - ESC 37;CHAUDIERE;CHAUDIERE;X 2;RENDAMAX;CHAUDIERE R604;285;EQP1025264;;01/01/2015;OUI;;;Chaudière à haute performance énergétique;"31/03/2016
19/04/2016
10/05/2016";"15 rue de Crimée
4 rue de Crimée
53 rue Compans";PLAN CLIMAT;15/11/2019;
119RC;;ROZIER-COMPANS-CRIMEE;557;01/08/1977;Compans (rue ) n° 47/53;;75019;PARIS;Gaz;CHF0000373;18 RUE DE CRIMéE - ESC 37;CHAUDIERE;CHAUDIERE;X 1;RENDAMAX;CHAUDIERE R605;380;EQP1025264;;01/01/2013;OUI;;;Chaudière à haute performance énergétique;"31/03/2016
19/04/2016
10/05/2016";"15 rue de Crimée
4 rue de Crimée
53 rue Compans";PLAN CLIMAT;15/11/2019;
119RC;;ROZIER-COMPANS-CRIMEE;557;01/08/1977;Compans (rue ) n° 47/53;;75019;PARIS;Gaz;CHF0000441;18 RUE DE CRIMéE - ESC 34;CHAUDIERE;CHAUDIERE N° 1;X 1;GUILLOT;CHAUDIERE N° 1 MODULO NOX M390;390;EQP1025258;;01/01/2005;OUI;;;Chaudière à haute performance énergétique;"31/03/2016
19/04/2016
10/05/2016";"15 rue de Crimée
4 rue de Crimée
53 rue Compans";PLAN CLIMAT;15/11/2019;
119RC;;ROZIER-COMPANS-CRIMEE;557;01/08/1977;Compans (rue ) n° 47/53;;75019;PARIS;Gaz;CHF0000441;18 RUE DE CRIMéE - ESC 34;CHAUDIERE;CHAUDIERE N° 2;X 1;GUILLOT;CHAUDIERE N° 2 MODULO NOX M390;390;EQP1025258;;01/01/2005;OUI;;;Chaudière à haute performance énergétique;"31/03/2016
19/04/2016
10/05/2016";"15 rue de Crimée
4 rue de Crimée
53 rue Compans";PLAN CLIMAT;15/11/2019;
119RC;;ROZIER-COMPANS-CRIMEE;557;01/08/1977;Compans (rue ) n° 47/53;;75019;PARIS;Gaz;CHF0000455;53 RUE COMPANS - ESC 46;CHAUDIERE;CHAUDIERE;X 3;ELCO;CHAUDIERE RENDAMAX R605;380;EQP1025256;;01/01/2015;OUI;;;Chaudière à haute performance énergétique;"31/03/2016
19/04/2016
10/05/2016";"15 rue de Crimée
4 rue de Crimée
53 rue Compans";PLAN CLIMAT;15/11/2019;
119RE;;REBEVAL 26/48-RAMPAL-JUL;377;01/07/1975;26/48 Rébeval 17/19 Rampal;20/22 Jules Romain;75019;PARIS;Gaz;CHF0000223;38/40 RUE RéBéVAL;CHAUDIERE;CHAUDIERE;X 2;DE DIETRICH;CHAUDIERE C610 ECO;1146;;;01/01/2007;OUI;;OUI;rénovation de la chaufferie gaz et renovation solaire thermique (2023);2022;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;08/06/2023;38-40 RUE REBEVAL
119RE;;REBEVAL 26/48-RAMPAL-JUL;377;01/07/1975;26/48 Rébeval 17/19 Rampal;20/22 Jules Romain;75019;PARIS;Gaz;CHF0000223;38/40 RUE RéBéVAL;CHAUDIERE;CHAUDIERE;X 1;SECCACIER;CHAUDIERE PRESSUREX D3;1000;;;01/01/1990;OUI;;OUI;rénovation de la chaufferie gaz et renovation solaire thermique (2023);2022;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;08/06/2023;38-40 RUE REBEVAL
119RI;;RIBIERE 1/3;109;01/08/1975;1/3 Henri Ribière;;75019;PARIS;Gaz;CHF0000192;3 RUE HENRI RIBIèRE;CHAUDIERE;CHAUDIERE N°1;X 1;ELCO;TRIGON XL;485 kW;EQP1025342;;06/06/2020;OUI;;;Chaudière à condensation avec contrat d'exploitation;17/06/2014;3 rue Henri Ribière;Chaudière collective haute performance énergétique avec contrat assurant la conduite de l’installation;11/01/2021;1/3 rue Henri-Ribiere
119RI;;RIBIERE 1/3;109;01/08/1975;1/3 Henri Ribière;;75019;PARIS;Gaz;CHF0000192;3 RUE HENRI RIBIèRE;CHAUDIERE;CHAUDIERE N°2;X 1;ELCO;TRIGON XL;485 kW;EQP1025342;;06/06/2020;OUI;;;Chaudière à condensation avec contrat d'exploitation;17/06/2014;3 rue Henri Ribière;Chaudière collective haute performance énergétique avec contrat assurant la conduite de l’installation;11/01/2021;1/3 rue Henri-Ribiere
119RQ;;RIQUET 29;44;17/07/2009;Riquet (rue ) n° 29;;75019;PARIS;CPCU;CHF0000659;27 RUE RIQUET;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR VAPEUR CPCU;X 1;BAELZ;ECHANGEUR VAPEUR CPCU 106-27-45-FN;350;;;01/01/2008;OUI;;;;;;;;
119SP;;SECRETAN-PAILLERON;158;01/04/1960;65/81BIS Secrétan;;75019;PARIS;Gaz;CHF0000346;81 AV SECRéTAN;CHAUDIERE;CHAUDIERE GAZ;X 2;VIESSMANN;CHAUDIERE GAZ VITICROSSAL CM2 370/400;400;;;01/01/2014;OUI;;OUI;Réhabilitation globale d'un bâtiment résidentiel;08/06/2015;65/81 bis rue Secrétan;;;
119SP;;SECRETAN-PAILLERON;158;01/04/1960;65/81BIS Secrétan;;75019;PARIS;Gaz;CHF0000346;81 AV SECRéTAN;CHAUDIERE;CHAUDIERE GAZ;X 1;DE DIETRICH;CHAUDIERE GAZ GT 530-9;522;;;01/01/2009;OUI;;OUI;Réhabilitation globale d'un bâtiment résidentiel;08/06/2015;65/81 bis rue Secrétan;;;
119TU;;HENRI TUROT 26;36;01/10/1957;20/26 rue Henri Turot;;75019;PARIS;Gaz;CHF0000171;26 RUE HENRI TUROT;CHAUDIERE;CHAUDIERE N° 1;X 1;SECCACIER;CHAUDIERE N° 1 MODUREX B 11;160;;;01/01/1998;OUI;;OUI;rénovation de la chaufferie gaz et renovation solaire thermique (2023);2022;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;16/03/2023;26 RUE HENRI TUROT
119TU;;HENRI TUROT 26;36;01/10/1957;20/26 rue Henri Turot;;75019;PARIS;Gaz;CHF0000171;26 RUE HENRI TUROT;CHAUDIERE;CHAUDIERE N° 2;X 1;SECCACIER;CHAUDIERE N° 2 MODUREX B 11;160;;;01/01/1998;OUI;;OUI;rénovation de la chaufferie gaz et renovation solaire thermique (2023);2022;;Chaudière      collective      haute      performance énergétique avec contrat  assurant  la  conduite de l’installation;16/03/2023;26 RUE HENRI TUROT
119VI;;VILLETTE 80/82;32;01/10/1957;80/82 boulevard de la Villette;;75019;PARIS;CPCU;CHF0000347;80 BD DE LA VILLETTE;ECHANGEUR DE CHALEUR VAPEUR/EAU;ECHANGEUR CPCU;X 2;COLLARD TROLART;ECHANGEUR CPCU MICROVAP 1;150;;;01/01/2014;OUI;;;Réhabilitation d'un poste de livraison de chaleur;03/07/2014;80 bd de la Villette;;;
119VS;;VILLETTE-STEMLER-ST CHAU;203;01/04/1982;50/56 Villette;7/23 24/26 Saint Chaumont;75019;PARIS;Gaz;CHF0000275;50/54 BD DE LA VILLETTE;CHAUDIERE;CHAUDIERE GAZ;X 2;HOVAL;CHAUDIERE GAZ ULTRAGAS;400;;;01/01/2014;OUI;;;Chaudière à condensation avec contrat d'exploitation;18/09/2014;50/54 bd de la Villette;REHABILITATION ET PLAN CLIMAT;15/03/2025;
120A5;;ALEXANDRE DUMAS 105;15;12/10/2011;Alexandre Dumas (rue ) n° 105/105BIS;;75020;PARIS;Gaz;CHF0000680;105 RUE ALEXANDRE DUMAS;CHAUDIERE;CHAUDIERE;X 2;DE DIETRICH;CHAUDIERE MC65;65;;;01/01/2011;OUI;;;;;;;;
